ticker,ticker_fullwidth,company_name,variants,sector17_code,sector17,company_name_variants,product_names
22700,２２７００,雪印メグミルク,雪印メグミルク / 雪印 / メグミルク / 雪印バター / 雪印コーヒー / 雪印チーズ / 雪印ヨーグルト / 雪印スキムミルク / 雪印北海道バター,1.0,食品,,
22810,２２８１０,プリマハム,プリマハム / プリマ / プリマハムグループ / 香薫 / 匠の膳 / 直火焼 / 旨包 / こだわりの味 / プリマヘルシー,1.0,食品,,
22820,２２８２０,日本ハム,日本ハム / 日ハム / シャウエッセン / 森の薫り / 彩りキッチン / 美ノ国 / アンティエ / 石窯工房 / チキチキボーン,1.0,食品,,
22880,２２８８０,丸大食品,丸大食品 / 丸大ハム / 燻製屋 / 煌彩 / うす塩仕立て / 旨味工房 / 丸大フーズ / 丸大 / 丸大食品グループ,1.0,食品,,
22920,２２９２０,Ｓ　Ｆｏｏｄｓ,Ｓ　Ｆｏｏｄｓ / エスフーズ / こてっちゃん / 牛匠 / ふらんす亭 / 焼肉一番 / こてっちゃん鍋 / こてっちゃん焼肉 / こてっちゃんホルモン,1.0,食品,,
22940,２２９４０,柿安本店,柿安本店 / 柿安 / 柿安ダイニング / 柿安精肉店 / 柿安料亭 / 柿安グルメフーズ / 柿安しぐれ煮 / 柿安牛めし / 柿安デリカ,1.0,食品,,
22960,２２９６０,伊藤ハム米久ホールディングス,伊藤ハム米久ホールディングス / 伊藤ハム / 米久 / アルトバイエルン / グランドアルトバイエルン / 朝のフレッシュ / ラ・ピッツァ / 美味安心 / 旨包ボリュームリッチ / 伊藤ハム米久 / 伊藤ハム米久HD,1.0,食品,,
23010,２３０１０,学情,学情 / あさがくナビ / Re就活 / あさがくチャレンジ / あさがくインターンシップ / あさがく就職エージェント / あさがく転職エージェント / あさがくキャリア / あさがく就活イベント,10.0,情報通信・サービスその他,,
23050,２３０５０,スタジオアリス,スタジオアリス / スタアリ / アリス / スタジオアリス七五三 / スタジオアリスベビー / スタジオアリスフォト / アリスの写真館 / スタジオアリス成人式 / スタジオアリスフォトブック,10.0,情報通信・サービスその他,,
23070,２３０７０,クロスキャット,クロスキャット / クロス / クロキャ / CrossCat / CC / クロスキャット株式会社 / クロスキャット証券 / クロスキャット株 / クロスキャット製品,10.0,情報通信・サービスその他,,
23170,２３１７０,システナ,システナ / Systena / Systena Corporation / Systenaグループ / Systena製品 / Systenaサービス / Systenaソリューション / Systenaブランド / Systenaテクノロジー,10.0,情報通信・サービスその他,,
23250,２３２５０,ＮＪＳ,,10.0,情報通信・サービスその他,,
23260,２３２６０,デジタルアーツ,デジタルアーツ / i-FILTER / m-FILTER / FinalCode / ARS / D-SPA / DigitalArts@Cloud / i-フィルター / m-フィルター,10.0,情報通信・サービスその他,,
23270,２３２７０,日鉄ソリューションズ,NTTソリューションズ / NS Solutions / NSSOL / NSソリューションズ / 日鉄ソリューションズ株式会社 / NSフィールド / NSクラウド / NSセキュリティ,10.0,情報通信・サービスその他,,
23310,２３３１０,綜合警備保障,ALSOK / 綜合警備保障 / ALSOKガードマン / ALSOKホームセキュリティ / ALSOKマン / ALSOKシステム / ALSOKセキュリティ / ALSOKサービス,10.0,情報通信・サービスその他,,
23350,２３３５０,キューブシステム,キューブシステム / CUBE SYSTEM / キューブ / Cube / Cube System / キューブシステム株式会社 / Cubeシステム / Cubeシステム株式会社 / CUBE SYSTEM INC.,10.0,情報通信・サービスその他,,
23370,２３３７０,いちご,いちご / いちごグループ / Ichigo / いちごオフィス / いちごホテル / いちごリート / いちごエナジー / いちご不動産 / いちごアセット,17.0,不動産,,
23530,２３５３０,日本駐車場開発,日本駐車場開発 / NPD / 日本駐車場 / 駐車場開発 / パーク24 / 駐車場ビジネス / 駐車場ソリューション / 日本パーキング / NPDグループ,17.0,不動産,,
23590,２３５９０,コア,,10.0,情報通信・サービスその他,,
23710,２３７１０,カカクコム,カカクコム / 価格.com / 食べログ / 価格ナビ / 価格比較 / カカク / kakaku.com / Tabelog / 価格情報,10.0,情報通信・サービスその他,,
23720,２３７２０,アイロムグループ,アイロムグループ / アイロム / IROM / IROMグループ / アイロムHD / アイロムホールディングス / アイロムバイオサイエンス / セルシード / アイロムCRO / アイロムG,,,,
23740,２３７４０,セントケア・ホールディング,セントケア・ホールディング / セントケア / セントケアグループ / セントケアサービス / セントケアホーム / セントケア訪問介護 / セントケアデイサービス / セントケア福祉用具 / セントケアリハビリテーション,10.0,情報通信・サービスその他,,
23780,２３７８０,ルネサンス,ルネサンス / ルネ / Renaissance / ルネサンススポーツクラブ / ルネサンスジム / ルネサンスフィットネス / ルネサンスプール / ルネサンススタジオ / ルネサンスウェルネス,10.0,情報通信・サービスその他,,
