ticker,ticker_fullwidth,company_name,sector17,company_name_variants,product_names,gpt_raw_outputs
14350,１４３５０,ｒｏｂｏｔ　ｈｏｍｅ,不動産,ロボットホーム|RH|Robot Home|ロボホーム|RobotHome,Residence Kit|Residence Connect|Residence AI|Residence Management System|Residence Security,"[""会社名: ロボットホーム, Robot Home, RH\nブランド名: Residence Kit, Residence Connect, Residence AI, Residence Management System, Residence Security"", ""会社名: ロボットホーム, RH, ロボホーム, RobotHome, ロボットH\nブランド名: 住まいのIoT, IoTプラットフォーム, スマートホームソリューション, Home AI, スマートライフ"", ""会社名: ロボットホーム, Robot Home, RH, 14350, ロボホーム,\nブランド名: i-Room, Residence kit, Home OS, Smart Home, AI Home,""]"
15140,１５１４０,住石ホールディングス,エネルギー資源,住石HD|Sumiseki Holdings|住石ホ,住石炭|Sumiseki Coal|住石エネルギー|Sumiseki Energy|住石マテリアル,"[""会社名: 住石HD, Sumiseki Holdings, 住石ホールディングス,\nブランド名: 住石炭, Sumiseki Coal, 住石エネルギー, Sumiseki Energy, 住石マテリアル"", ""申し訳ありませんが、「住石ホールディングス」（証券コード: 15140）についての具体的な略称やブランド名の情報は持っていません。一般的には、企業の略称やニックネームはSNSやトレーダーの間で独自に作られることが多く、公式な情報としては提供されていないことが多いです。また、ブランド名や製品名についても、企業の公式サイトやプレスリリースなどで確認することが一般的です。具体的な情報を知りたい場合は、公式な情報源を参照することをお勧めします。"", ""会社名: 住石HD, 住石, 住石ホ, 住石ホールディング, 15140,\nブランド名: なし""]"
15150,１５１５０,日鉄鉱業,エネルギー資源,Nittetsu Mining|Nittetsu Kougyou|日鉄鉱|Nittetsu,,"[""会社名: 日鉄鉱業, Nittetsu Mining, Nittetsu Kougyou,\nブランド名:"", ""会社名: 日鉄鉱, Nittetsu Mining, Nittetsu, 日鉄鉱業, Nittetsu Kougyou  \nブランド名: 申し訳ありませんが、日鉄鉱業の代表的なブランド名や製品名に関する具体的な情報は見つかりませんでした。"", ""会社名: 日鉄鉱業, 日鉄鉱, Nittetsu Mining, Nittetsu, 15150,\nブランド名: 特定のブランド名や製品名は一般的に知られていません。""]"
15180,１５１８０,三井松島ホールディングス,情報通信・サービスその他,三井松島|Mitsui Matsushima|MMHD|三井松,なし,"[""会社名: 三井松島, Mitsui Matsushima,\nブランド名:"", ""会社名: 三井松島, 三井松島HD, Mitsui Matsushima, MMHD, 三井松,\nブランド名: なし"", ""会社名: 三井松島, 三井松島HD, 松島HD, MMHD, 三井松,\nブランド名: なし""]"
16050,１６０５０,ＩＮＰＥＸ,エネルギー資源,INPEX|国際石油開発帝石|インペックス|石油開発,N/A,"[""会社名: INPEX, 国際石油開発帝石,\nブランド名: N/A"", ""会社名: INPEX, インペックス, 国際石油開発帝石,\nブランド名: N/A"", ""会社名: INPEX, インペックス, 国際石油開発帝石, 石油開発,\nブランド名: N/A""]"
16620,１６６２０,石油資源開発,エネルギー資源,JAPEX|石油資源|石油開発|JDC,なし|...,"[""会社名: JAPEX, 石油資源, 石油資源開発,\nブランド名: ..."", ""会社名: JDC, 石油資源, 石油開発, JAPEX, 石油資源開発,\nブランド名: なし"", ""会社名: JAPEX, 石油資源, 石油資源開発, 石油開発, 16620,\nブランド名: なし""]"
16630,１６６３０,Ｋ＆Ｏエナジーグループ,エネルギー資源,K&O|K&Oエナジー|Ｋ＆Ｏエナジー,該当なし,"[""会社名: K&O, K&Oエナジー, K&Oエナジーグループ,\nブランド名: 申し訳ありませんが、K&Oエナジーグループの具体的なブランド名や製品名に関する情報は提供できません。"", ""会社名: K&O, K&Oエナジー, K&Oグループ, K&Oエナジーグループ, K&OエナジーHD  \nブランド名: 該当なし"", ""会社名: K&O, K&Oエナジー, K&Oグループ, K&OエナジーG, K&Oエナジーグループ,\nブランド名: 申し訳ありませんが、K&Oエナジーグループに特定のブランド名や製品名の情報はありません。""]"
167A0,１６７A０,リョーサン菱洋ホールディングス,商社・卸売,リョーサン菱洋,167A0）についての具体的な情報は持っていません。したがって、会社の略称やブランド名を提供することができません。最新の情報については、公式の企業ウェブサイトや金融ニュースを参照してください。,"[""申し訳ありませんが、「リョーサン菱洋ホールディングス」（証券コード: 167A0）についての具体的な情報は持っていません。したがって、会社の略称やブランド名を提供することができません。最新の情報については、公式の企業ウェブサイトや金融ニュースを参照してください。"", ""申し訳ありませんが、「リョーサン菱洋ホールディングス」（証券コード: 167A0）についての具体的な情報は私のデータベースには含まれていないようです。そのため、会社の略称やブランド名についてのリストを提供することができません。最新の情報は、公式ウェブサイトや関連するニュースソースを確認することをお勧めします。"", ""申し訳ありませんが、「リョーサン菱洋ホールディングス」（証券コード: 167A0）に関する具体的な略称やブランド名、製品名についての情報は持っていません。一般的に企業の略称やブランド名は、企業の公式な発表や業界内での通称として使われることが多いです。具体的な情報が必要な場合は、公式な資料やニュースソースを確認することをお勧めします。""]"
17160,１７１６０,第一カッター興業,建設・資材,第一カッター|DAIICHI CUTTER|カッター興業|Dカッター,...|情報が不足しています。,"[""会社名: 第一カッター, DAIICHI CUTTER, 第一カッター興業,\nブランド名: ..."", ""会社名: 第一カッター, 第一カッター興業, DAIICHI CUTTER, Dカッター, カッター興業  \nブランド名: 情報がありません"", ""会社名: 第一カッター, DCK, 第一カッター興業, カッター興業, 17160,\nブランド名: 情報が不足しています。""]"
17190,１７１９０,安藤・間,建設・資材,安藤間|Ando Hazama|Ando Corporation|Hazama Corporation|A&H,,"[""会社名: 安藤間, Ando Hazama, Ando Corporation, Hazama Corporation, A&H\nブランド名: 申し訳ありませんが、「安藤・間」に関連する代表的なブランド名や製品名の情報は見つかりませんでした。"", ""申し訳ありませんが、「安藤・間」（証券コード: 17190）に関する具体的な略称やブランド名の情報は持ち合わせていません。一般的には、企業の略称やブランド名は公式の情報源や企業のウェブサイトで確認することができます。もし具体的な情報が必要であれば、公式な資料や信頼できる情報源を参照することをお勧めします。"", ""申し訳ありませんが、「安藤・間」（証券コード: 17190）に関する具体的な略称やニックネーム、ブランド名、製品名についての情報は持っていません。一般的に企業名やブランド名は、企業の公式ウェブサイトや金融ニュース、業界の資料などで確認することができます。""]"
17200,１７２００,東急建設,建設・資材,Tokyu Construction|東急建|東急|TCC,,"[""会社名: 東急建設, Tokyu Construction, 東急建,\nブランド名:"", ""会社名: 東急建, Tokyu Construction, 東急建設,\nブランド名:"", ""会社名: 東急建設, 東急, TCC, Tokyu Construction, 17200,\nブランド名: 特定のブランド名や製品名は一般的に知られていません。""]"
17210,１７２１０,コムシスホールディングス,建設・資材,コムシス|COMSYS|17210,COMSYSネットワーク|COMSYSインフラ,"[""会社名: コムシス, COMSYS, コムシスHD, コムシスホールディングス,\nブランド名: COMSYSネットワーク, COMSYSソリューション, COMSYSエンジニアリング, COMSYSテクノロジー, COMSYSインフラ"", ""会社名: コムシス, コムシスHD, COMSYS, コムシスホールディングス, 17210,\nブランド名: COMSYS Solutions, COMSYS Engineering, COMSYS Network, COMSYS IT Solutions, COMSYS Infrastructure,"", ""会社名: コムシス, コムシスHD, コムシスホールディングス,\nブランド名: 特定のブランド名や製品名は一般的に公開されていない可能性があります。""]"
17260,１７２６０,ビーアールホールディングス,建設・資材,BRHD|ビーアールHD,,"[""申し訳ありませんが、「ビーアールホールディングス」（証券コード: 17260）についての具体的な略称やブランド名の情報は持っていません。一般的には、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースなどで確認することができます。"", ""申し訳ありませんが、「ビーアールホールディングス」（証券コード: 17260）についての具体的な略称やブランド名の情報は持ち合わせていません。一般的には、企業の略称やニックネームはその企業の公式ウェブサイトや投資家向け資料、またはSNSでの利用状況から確認することができます。ブランド名や製品名についても同様に、企業の公式情報や製品カタログなどを参照することが一般的です。"", ""会社名: BRHD, ビーアールHD, ビーアールホールディングス,\nブランド名: 申し訳ありませんが、ビーアールホールディングスの具体的なブランド名や製品名についての情報は持っていません。""]"
17620,１７６２０,高松コンストラクショングループ,建設・資材,高松建設|高松コンストラクション|TCG,,"[""申し訳ありませんが、「高松コンストラクショングループ」についての具体的な略称やブランド名の情報は持ち合わせていません。一般的に、企業の略称やブランド名は公式ウェブサイトやプレスリリース、または金融ニュースなどで確認することができます。公式な情報源を参照することをお勧めします。"", ""申し訳ありませんが、「高松コンストラクショングループ」（証券コード: 17620）に関する具体的な略称やブランド名の情報は持ち合わせていません。一般的には、企業の略称やニックネームは業界やコミュニティによって異なることが多く、またブランド名や製品名も特定の情報源からの確認が必要です。公式な情報源やSNS、トレーダーのコミュニティでの言及を確認することをお勧めします。"", ""会社名: 高松建設, 高松グループ, 高松コンストラクション, 高松, TCG,\nブランド名: ありません,""]"
17660,１７６６０,東建コーポレーション,建設・資材,東建|東建コーポ|Tokken Corporation|Tokken,ホームメイト|ホームメイト・ショップ|ホームメイト・オフィス,"[""会社名: 東建, 東建コーポ, Tokken Corporation, Tokken, 東建コーポレーション,\nブランド名: ホームメイト, ホームメイト・リサーチ, ホームメイト・ネット, ホームメイト・ショップ, ホームメイト・オフィス"", ""会社名: 東建, 東建コーポ, Tokken, Tokken Corporation, 東建コーポレーション,\nブランド名: ホームメイト, ホームメイトリサーチ, ホームメイト・レジデンス, ホームメイト・ショップ, ホームメイト・オフィス"", ""会社名: 東建, TKC, 東建コーポ, 東建Corp, 東建コーポレーション,\nブランド名: ホームメイト, ホームメイト・リサーチ, ホームメイト・ネット, ホームメイト・プロパティ, ホームメイト・ショップ""]"
17800,１７８００,ヤマウラ,建設・資材,Yamaura|ヤマウラ建設|17800,ルネス軽井沢|ルネス蓼科|ルネス白馬|ルネス八ヶ岳,"[""会社名: ヤマウラ, Yamaura,\nブランド名: 申し訳ありませんが、ヤマウラに関連する代表的なブランド名や製品名の情報は見つかりませんでした。"", ""会社名: ヤマウラ, ヤマウラ建設, ヤマウラ株式会社, Yamaura,\nブランド名: ルネス軽井沢, ルネス蓼科, ルネス白馬, ルネス八ヶ岳, ルネス軽井沢南"", ""会社名: ヤマウラ, Yamaura, 17800,\nブランド名: 申し訳ありませんが、ヤマウラの具体的なブランド名や製品名についての情報は持っていません。""]"
17860,１７８６０,オリエンタル白石,建設・資材,オリ白|Oriental Shiraishi|OS|ORC,プレストレストコンクリート|プレストレスト技術|プレストレスト橋梁|プレストレスト建材|プレストレスト構造,"[""会社名: オリエンタル白石, オリ白, Oriental Shiraishi, OS\nブランド名: プレストレストコンクリート, プレストレスト技術, プレストレスト橋梁, プレストレスト建材, プレストレスト構造"", ""会社名: オリエンタル白石, オリ白, ORC, Oriental Shiraishi, 17860\nブランド名: プレストレストコンクリート, プレキャストコンクリート, オリコン, オリプレ, オリキャスト"", ""会社名: オリ白, オリエンタル, 白石, OWS, オリエンタル白石,\nブランド名: 該当なし""]"
18010,１８０１０,大成建設,建設・資材,大成|TAISEI|Taisei Corporation|Taisei Kensetsu|大成建,パルコン|プレキャストコンクリート|パルテノン|T-プレイス|T-システム,"[""会社名: 大成, TAISEI, Taisei Corporation, Taisei Kensetsu, TAISEI Corp,\nブランド名: パルテノン, T-プレイス, T-システム, T-ビルド, T-プロジェクト"", ""会社名: 大成, 大成建, TAISEI, Taisei Corporation, Taisei Kensetsu  \nブランド名: パルコン, GRS工法, T-UP工法, プレキャストコンクリート, スーパーゼネコン"", ""会社名: 大成, TAISEI, 大成建, 1801, TAISEI CORP,\nブランド名: パルコン, プレキャストコンクリート, TAISEI Green Target, TAISEI BIM, TAISEI i-Construction""]"
18020,１８０２０,大林組,建設・資材,大林|Obayashi|Obayashi Corporation|Obayashi Group,該当なし,"[""会社名: 大林組, Obayashi Corporation, Obayashi, 大林, Obayashi Group  \nブランド名: 該当なし"", ""会社名: 大林, Obayashi, 大林組,\nブランド名:"", ""会社名: 大林, 大林組, OBAYASHI,\nブランド名: 具体的なブランド名や製品名は一般的に報道されることが少ないため、特定のブランド名や製品名はありません。""]"
18030,１８０３０,清水建設,建設・資材,清水|Shimizu|清水建|シミケン|1803,ピルコン|シミズテクノ|シミズエコ|シミズアーバン,"[""会社名: 清水建設, 清水, Shimizu Corporation, Shimizu, 清水建設株式会社  \nブランド名: ありません"", ""会社名: 清水, 清水建, Shimizu, シミケン, 1803  \nブランド名: ピルコン, シミズテクノ, シミズエコ, シミズアーバン, シミズグリーン"", ""会社名: 清水, 清水建, シミケン, シミズ, 1803,\nブランド名: ルネシティ, ルネシティタワー, ルネシティレジデンス, ルネシティガーデン, ルネシティプラザ,""]"
18080,１８０８０,長谷工コーポレーション,建設・資材,長谷工|Haseko|Haseko Corporation|Haseko Corp|長谷工コーポ,パルテール|サンヴァリエ|ルネス|ルネシティ|ルネス工法,"[""会社名: 長谷工, Haseko, Haseko Corporation, Haseko Corp,\nブランド名: パルテール, サンヴァリエ, ルネス, ルネシティ, ルネス工法"", ""会社名: 長谷工, Haseko, 長谷工コーポ, Haseko Corporation, Haseko Corp,\nブランド名: パルテール, サンクレイドル, サンリーノ, サンヴェール, サンシティ"", ""会社名: 長谷工, 長谷工コーポ, HASEKO, HASEKO Corp,\nブランド名: パルテノン, HASEKOアーバンデザイン, HASEKOライフサポート, HASEKOリフォーム, HASEKOマンション""]"
18100,１８１００,松井建設,建設・資材,松井|18100|Matsui Construction|Matsui Kensetsu,該当なし,"[""申し訳ありませんが、「松井建設」についての具体的な略称やブランド名の情報は私のデータベースには含まれていません。一般的に、企業の略称やブランド名は公式の企業情報やニュースリリースで確認することができます。公式ウェブサイトや金融情報サイトで最新の情報を確認することをお勧めします。"", ""会社名: 松井建設, 松井, Matsui Construction, Matsui Kensetsu, 18100,\nブランド名: 該当なし"", ""会社名: 松井建設, 松井, 18100,\nブランド名: 申し訳ありませんが、松井建設に関連する特定のブランド名や製品名の情報は持っていません。""]"
18120,１８１２０,鹿島建設,建設・資材,鹿島|鹿島建|KAJIMA|1812,,"[""会社名: 鹿島, 鹿島建, KAJIMA, 鹿島建設,\nブランド名:"", ""会社名: 鹿島, 鹿島建, 鹿島建設, KAJIMA, 1812,\nブランド名: ありません。"", ""会社名: 鹿島, 鹿島建, KAJIMA, 鹿島建設,\nブランド名: 具体的なブランド名や製品名は一般的に知られていません。""]"
18130,１８１３０,不動テトラ,建設・資材,Fudo Tetra|テトラ|Fudo|Tetra,テトラポッド|テトラウォール|テトラブロック|テトラマット|テトラシステム,"[""会社名: 不動テトラ, Fudo Tetra, Fudo, Tetra,\nブランド名: テトラブロック, テトラポッド, テトラウォール, テトラマット, テトラシステム"", ""会社名: 不動テトラ, Fudo Tetra, テトラ,\nブランド名: テトラポッド, ふどうテトラブロック, テトラウォール, テトラシールド, テトラバリア"", ""会社名: 不動テトラ, 不動, テトラ, Fudo Tetra, 18130  \nブランド名: テトラポッド, TETRAPOD, Fudo製品, Tetra製品, Fudoブランド""]"
18150,１８１５０,鉄建建設,建設・資材,鉄建|Tekken Construction|Tekken|Tekken Corporation,該当なし,"[""会社名: 鉄建, Tekken Corporation, Tekken Kensetsu, Tekken Construction, Tekken Co., Ltd.,\nブランド名: 情報がありません。"", ""会社名: 鉄建, 鉄建建設, Tekken, Tekken Construction, 18150  \nブランド名: 該当なし"", ""会社名: 鉄建, 鉄建建設, TKC, Tekken, Tekken Construction,\nブランド名: 該当なし""]"
18200,１８２００,西松建設,建設・資材,西松|Nishimatsu Construction|Nishimatsu|NISHIMATSU,...,"[""会社名: 西松建設, Nishimatsu Construction, Nishimatsu, 西松,\nブランド名:"", ""会社名: 西松, NISHIMATSU, 西松建, Nishimatsu Construction, 18200,\nブランド名: ..."", ""会社名: 西松建設, 西松, NIPPO,\nブランド名: 特に一般的なブランド名や製品名は確認できません。""]"
18210,１８２１０,三井住友建設,建設・資材,SMCC|Mitsui Sumitomo Construction|三住建設|18210|三井住友,プレキャストコンクリート|プレストレストコンクリート|スマートシティソリューション|エコロジカルデザイン|高性能建材,"[""会社名: 三井住友建設, 三井住友, SMCC, Mitsui Sumitomo Construction, Mitsui Construction\nブランド名: プレキャストコンクリート, プレストレストコンクリート, スマートシティソリューション, エコロジカルデザイン, 高性能建材"", ""会社名: 三井住友建設, 三住建設, SMCC, Mitsui Sumitomo Construction, 18210,\nブランド名: パイル工法, プレキャストコンクリート, 免震技術, 耐震補強, エコ建材,"", ""会社名: 三井住友建設, 三住建設, SMCC, Mitsui Sumitomo Construction, 18210  \nブランド名: なし""]"
18220,１８２２０,大豊建設,建設・資材,大豊|大豊建|18220|DAIHO,該当なし|なし,"[""会社名: 大豊建設, DAIHO, DAIHO Corporation, DAIHO Construction, 大豊\nブランド名: 該当なし"", ""会社名: 大豊, 大豊建, Daitoyo, Daitoyo Kensetsu, 18220,\nブランド名: 該当なし"", ""会社名: 大豊, 大豊建, 18220,  \nブランド名: なし""]"
18330,１８３３０,奥村組,建設・資材,Okumura Corporation|奥村|Okumura Gumi|OKUMURA,該当なし|なし,"[""会社名: 奥村組, Okumura Corporation, Okumura Gumi,\nブランド名: 申し訳ありませんが、奥村組の代表的なブランド名や製品名に関する具体的な情報は見つかりませんでした。"", ""会社名: 奥村組, OKUMURA, 奥村, 18330, Okumura Corporation  \nブランド名: 該当なし"", ""会社名: 奥村組, OKK, 奥村, 1833,   \nブランド名: なし""]"
18350,１８３５０,東鉄工業,建設・資材,東鉄|東鉄工|TTK|TTK Corporation,情報が不足しているため、代表的なブランド名や製品名は特定できません。,"[""会社名: 東鉄, 東鉄工, TTK, 東鉄工業株式会社, TTK Corporation  \nブランド名: 情報が不足しているため、代表的なブランド名や製品名は特定できません。"", ""会社名: 東鉄, 東鉄工, TTK, 東鉄工業株式会社, TTK Corporation  \nブランド名: 情報が不足しているため、代表的なブランド名や製品名は特定できません。"", ""会社名: 東鉄工業, 東鉄, 東鉄工, TTK, 東鉄工業株式会社,\nブランド名: 特に一般的なブランド名や製品名は確認できません。""]"
18520,１８５２０,淺沼組,建設・資材,淺沼|Asanuma Corporation|Asanuma|18520,該当なし|なし,"[""会社名: 淺沼, Asanuma Corporation, 淺沼組,\nブランド名: 申し訳ありませんが、淺沼組に関連する具体的なブランド名や製品名の情報は見つかりませんでした。"", ""会社名: 淺沼, 淺沼組, Asanuma, Asanuma Corporation, 18520  \nブランド名: 該当なし"", ""会社名: 淺沼組, 淺沼, AN, Asanuma,\nブランド名: なし""]"
18600,１８６００,戸田建設,建設・資材,TODA|戸田|戸田建|TODA Corporation,,"[""会社名: 戸田建設, TODA Corporation, TODA, 戸田,\nブランド名: 申し訳ありませんが、戸田建設に関する代表的なブランド名や製品名の情報は見つかりませんでした。"", ""会社名: 戸田建, TODA, 戸田,\nブランド名:"", ""会社名: 戸田建, 戸田, TODA,\nブランド名: 特定のブランド名や製品名は一般的に知られていません。""]"
18610,１８６１０,熊谷組,建設・資材,熊谷|Kumagai Gumi|Kumagai|1861,なし,"[""会社名: 熊谷組, Kumagai Gumi, 熊谷, Kumagai,\nブランド名:"", ""会社名: 熊谷, 熊谷組, Kumagai Gumi, 1861, KGC,\nブランド名:"", ""会社名: 熊谷組, 熊谷,  \nブランド名: なし""]"
18700,１８７００,矢作建設工業,建設・資材,矢作建設|YAHAGI|YAHAGI Construction,,"[""会社名: 矢作建設, YAHAGI, 矢作, YAHAGI Construction, 矢作建設工業,\nブランド名: 申し訳ありませんが、矢作建設工業の代表的なブランド名や製品名に関する具体的な情報は見つかりませんでした。"", ""会社名: 矢作建設, 矢作, YKK,\nブランド名: ありません。"", ""会社名: 矢作建設, 矢作,   \nブランド名:""]"
18710,１８７１０,ピーエス・コンストラクション,建設・資材,PSコンストラクション|PS Construction|ピーエスコンストラクション|PSコンスト|ピーエスコンスト,なし,"[""会社名: PSコンストラクション, PS Construction, ピーエスコンストラクション,\nブランド名: 申し訳ありませんが、ピーエス・コンストラクションに関連する具体的なブランド名や製品名の情報はありません。"", ""申し訳ありませんが、「ピーエス・コンストラクション」という会社についての具体的な略称やブランド名の情報は持ち合わせていません。一般的に、企業の略称やブランド名は公式な情報源や企業のウェブサイトで確認することができます。もし具体的な情報が必要であれば、公式な資料や信頼できる情報源を参照することをお勧めします。"", ""会社名: PSコンスト, ピーエスコンスト, PS建設, ピーエス建設, PS工事,\nブランド名: なし""]"
18730,１８７３０,日本ハウスホールディングス,建設・資材,日本ハウス|Japan House Holdings|JHH|JHD,J・エポックホーム|木の家|健康住宅|日本ハウス,"[""会社名: 日本ハウス, 日本ハウスHD, Japan House Holdings, JHH,\nブランド名: 日本ハウス, 日本ハウスの家, J・エポックホーム, 木の家, 健康住宅"", ""会社名: 日本ハウス, 日本ハウスHD, JHD, Nihon House,\nブランド名: やまもと住建, やまもとホーム, 日本ハウス・オブ・ザ・イヤー, 日本ハウス・プレミアム, 日本ハウス・エコロジー"", ""会社名: 日本ハウス,\nブランド名: J・エポックホーム, やすらぎの家, 夢の家, 健康住宅, 木の家""]"
18780,１８７８０,大東建託,不動産,Daito Trust|Daito Trust Construction|Daito|大東,DK SELECT|DK HOME|DK HEIM|DK DESIGN|DK PREMIUM,"[""会社名: 大東建託, Daito Trust, Daito Trust Construction, Daito, Daito Kentaku  \nブランド名: DK SELECT, DK HOME, DK HEIM, DK DESIGN, DK PREMIUM"", ""会社名: 大東, 大東建託, Daito, Daito Trust, Daito Trust Construction  \nブランド名: DK SELECT, D-room, Daito Kentaku Leasing, Daito Kentaku Partners, Daito Kentaku Home"", ""会社名: 大東, 大東建託,\nブランド名: DK SELECT, いい部屋ネット, いいへやラボ, いい部屋サポート, いい部屋プラン""]"
