trade_id,signal_date,buy_date,sell_date,ticker,quantity,buy_price,sell_price,trade_type,strategy,result,pl,score,normalized_score,technicals,fundamentals,gpt_summary,gpt_decision,news_url,reason,news_headlines,take_profit,stop_loss,logged_at
11,2023-07-06,2023-07-07,2023-07-11,73880,100,3940.0,4200.0,BOUGHT,mean_reversion,TIMEOUT,26000.0,2.5703299043074623,51.4,"{""rsi_14"": 12.857046246901774, ""ma5"": 4295.0, ""ma25"": 7867.4, ""volume"": 235500.0, ""volume_spike"": 2.3607839206054835}",{},,,,no_news,[],4295.0,3821.7999999999997,2025-06-08 19:36:21
12,2023-07-06,2023-07-07,2023-07-11,93410,100,1825.0,1805.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-2000.0,1.1520554615636152,23.0,"{""rsi_14"": 28.998139385047395, ""ma5"": 1947.0, ""ma25"": 2090.88, ""volume"": 361200.0, ""volume_spike"": 1.0270554615636152}",{},,,,no_news,[],1947.0,1770.25,2025-06-08 19:36:21
13,2023-07-06,2023-07-07,2023-07-11,65260,100,15000.0,15280.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,28000.0,0.7071732961841775,14.1,"{""rsi_14"": 27.584731745369908, ""ma5"": 20754.0, ""ma25"": 21511.6, ""volume"": 137800.0, ""volume_spike"": 0.02380199777871051}",{},,,,no_news,[],20754.0,14550.0,2025-06-08 19:36:21
14,2023-07-07,2023-07-10,2023-07-12,93690,100,921.0,910.0,BOUGHT,mean_reversion,TIMEOUT,-1100.0,5.391478777180454,100.0,"{""rsi_14"": 27.8532655537645, ""ma5"": 955.4, ""ma25"": 954.88, ""volume"": 148500.0, ""volume_spike"": 5.242718446601942}",{},,,,no_news,[],955.4,893.37,2025-06-08 19:36:32
15,2023-07-07,2023-07-10,2023-07-10,89180,100,9.0,8.73,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-26.999999999999957,1.9651060744926772,39.3,"{""rsi_14"": 29.87117230747546, ""ma5"": 9.0, ""ma25"": 9.08, ""volume"": 40246100.0, ""volume_spike"": 1.631772741159344}",{},,,,no_news,[],9.0,8.73,2025-06-08 19:36:32
16,2023-07-07,2023-07-10,2023-07-12,91610,100,3115.0,3391.0,SKIPPED,mean_reversion,SKIPPED_REASON,27600.0,1.9332016284174143,38.7,"{""rsi_14"": 0.0, ""ma5"": 3391.0, ""ma25"": NaN, ""volume"": 111100.0, ""volume_spike"": 1.7698128235762645}",{},"2023-07-10 当社子会社の不適切行為に係る調査結果および再発防止等について（16:00）
2023-07-11 2024年6月期第2四半期決算短信〔IFRS〕(連結)（15:00）",,,very_bad_news,"[{""date"": ""2023-07-10"", ""headline"": ""当社子会社の不適切行為に係る調査結果および再発防止等について（16:00）"", ""url"": ""/9161/140120231208500755""}, {""date"": ""2023-07-11"", ""headline"": ""2024年6月期第2四半期決算短信〔IFRS〕(連結)（15:00）"", ""url"": ""/9161/140120240214536027""}]",3391.0,3021.5499999999997,2025-06-08 19:36:32
17,2023-07-10,2023-07-11,2023-07-11,65260,100,16870.0,16363.9,SKIPPED,mean_reversion,SKIPPED_REASON,-50610.00000000004,1.2125155109286303,24.3,"{""rsi_14"": 28.14052438587133, ""ma5"": 19010.0, ""ma25"": 21411.6, ""volume"": 6295600.0, ""volume_spike"": 1.039174549830232}",{},2023-07-11 2024年3月期決算短信〔日本基準〕(連結)（15:00）,,,slightly_bad_news,"[{""date"": ""2023-07-11"", ""headline"": ""2024年3月期決算短信〔日本基準〕(連結)（15:00）"", ""url"": ""/6526/140120240426577639""}]",19010.0,16363.9,2025-06-08 19:36:41
18,2023-07-11,2023-07-12,2023-07-13,76070,100,2178.0,2112.66,BOUGHT,mean_reversion,SL,-6534.000000000015,6.2367437211577315,100.0,"{""rsi_14"": 26.974676556888483, ""ma5"": 2347.0, ""ma25"": 2265.32, ""volume"": 176100.0, ""volume_spike"": 5.969491525423729}",{},,,,no_news,[],2347.0,2112.66,2025-06-08 19:36:51
19,2023-07-11,2023-07-12,2023-07-14,45230,100,8710.0,8748.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,3800.0,1.9028125698114642,38.1,"{""rsi_14"": 26.934983126625852, ""ma5"": 9444.6, ""ma25"": 9752.88, ""volume"": 4789900.0, ""volume_spike"": 1.7740140405587335}",{},,,,no_news,[],9444.6,8448.699999999999,2025-06-08 19:36:51
20,2023-07-11,2023-07-12,2023-07-14,65260,100,15000.0,15520.0,SKIPPED,mean_reversion,SKIPPED_REASON,52000.0,1.2647354343521253,25.3,"{""rsi_14"": 24.657274123827236, ""ma5"": 17626.0, ""ma25"": 21266.8, ""volume"": 6411800.0, ""volume_spike"": 1.0479776930042202}",{},2023-07-11 2024年3月期決算短信〔日本基準〕(連結)（15:00）,,,slightly_bad_news,"[{""date"": ""2023-07-11"", ""headline"": ""2024年3月期決算短信〔日本基準〕(連結)（15:00）"", ""url"": ""/6526/140120240426577639""}]",17626.0,14550.0,2025-06-08 19:36:51
21,2023-07-12,2023-07-13,2023-07-18,89050,100,1753.5,1731.5,BOUGHT,mean_reversion,TIMEOUT,-2200.0,5.867821791384749,100.0,"{""rsi_14"": 26.146281018247095, ""ma5"": 1847.0, ""ma25"": 1828.18, ""volume"": 3218400.0, ""volume_spike"": 5.660815421957998}",{},,,,no_news,[],1847.0,1700.895,2025-06-08 19:37:02
22,2023-07-12,2023-07-13,2023-07-18,45230,100,8490.0,8992.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,50200.0,1.9308010044078903,38.6,"{""rsi_14"": 21.1967163992134, ""ma5"": 9161.0, ""ma25"": 9708.32, ""volume"": 4979700.0, ""volume_spike"": 1.8067332077977207}",{},,,,no_news,[],9161.0,8235.3,2025-06-08 19:37:02
23,2023-07-14,2023-07-18,2023-07-18,73880,100,4510.0,4199.0,SKIPPED,mean_reversion,SKIPPED_INVALID_SL_GT_TP,-31100.0,3.4553641266265096,69.1,"{""rsi_14"": 22.820225831043672, ""ma5"": 4199.0, ""ma25"": 6805.8, ""volume"": 407700.0, ""volume_spike"": 3.279703965891722}",{},2023-07-19 自己株式取得に係る事項の決定に関するお知らせ（15:00）,,,no_news,"[{""date"": ""2023-07-19"", ""headline"": ""自己株式取得に係る事項の決定に関するお知らせ（15:00）"", ""url"": ""/7388/140120231228510165""}]",4199.0,4374.7,2025-06-08 19:37:20
24,2023-07-14,2023-07-18,2023-07-20,48800,100,2368.0,2447.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,7900.0,1.7499910066175655,35.0,"{""rsi_14"": 22.533332161014883, ""ma5"": 2492.6, ""ma25"": 2737.36, ""volume"": 270600.0, ""volume_spike"": 1.6215244487056568}",{},,,,no_news,[],2492.6,2296.96,2025-06-08 19:37:20
25,2023-07-18,2023-07-19,2023-07-21,82030,100,600.0,601.0,BOUGHT,mean_reversion,TIMEOUT,100.0,3.3400437332346686,66.8,"{""rsi_14"": 18.786550233418225, ""ma5"": 618.8, ""ma25"": 624.76, ""volume"": 173800.0, ""volume_spike"": 3.2152437332346686}",{},,,,no_news,[],618.8,582.0,2025-06-08 19:37:31
26,2023-07-26,2023-07-27,2023-07-27,48800,100,2230.0,2163.1,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-6690.000000000009,1.7977664446199715,36.0,"{""rsi_14"": 24.8925871302212, ""ma5"": 2352.8, ""ma25"": 2581.48, ""volume"": 195700.0, ""volume_spike"": 1.6762312633832976}",{},,,,no_news,[],2352.8,2163.1,2025-06-08 19:38:21
27,2023-07-28,2023-07-31,2023-08-02,19730,100,1876.0,1843.0,BOUGHT,mean_reversion,TIMEOUT,-3300.0,5.337456773770606,100.0,"{""rsi_14"": 20.420376212597972, ""ma5"": 1909.4, ""ma25"": 1942.6, ""volume"": 967100.0, ""volume_spike"": 5.199043087923017}",{},,,,no_news,[],1909.4,1819.72,2025-06-08 19:38:38
28,2023-07-31,2023-08-01,2023-08-02,67540,100,1106.0,1072.82,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3318.0000000000064,7.259043444862818,100.0,"{""rsi_14"": 13.725453392060246, ""ma5"": 1210.5, ""ma25"": 1228.38, ""volume"": 5712000.0, ""volume_spike"": 6.989421647384168}",{},,,,no_news,[],1210.5,1072.82,2025-06-08 19:38:47
29,2023-07-31,2023-08-01,2023-08-03,45490,100,1508.0,1466.0,BOUGHT,mean_reversion,TIMEOUT,-4200.0,4.300067375515423,86.0,"{""rsi_14"": 29.71380505683372, ""ma5"": 1566.6, ""ma25"": 1549.2, ""volume"": 374600.0, ""volume_spike"": 4.156218795073782}",{},,,,no_news,[],1566.6,1462.76,2025-06-08 19:38:47
30,2023-08-01,2023-08-02,2023-08-03,74190,100,1278.0,1239.6599999999999,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3834.0000000000146,7.362955829251199,100.0,"{""rsi_14"": 17.099569015119528, ""ma5"": 1362.2, ""ma25"": 1372.52, ""volume"": 983200.0, ""volume_spike"": 7.13368401959006}",{},"2023-08-01 役員の異動に関する知らせ（15:20）
2023-08-02 自己株式の取得状況に関するお知らせ（15:00）",,,no_news,"[{""date"": ""2023-08-01"", ""headline"": ""役員の異動に関する知らせ（15:20）"", ""url"": ""/7419/140120240416571711""}, {""date"": ""2023-08-02"", ""headline"": ""自己株式の取得状況に関するお知らせ（15:00）"", ""url"": ""/7419/140120240501580759""}]",1362.2,1239.6599999999999,2025-06-08 19:38:58
31,2023-08-01,2023-08-02,2023-08-04,99970,100,682.0,669.0,BOUGHT,mean_reversion,TIMEOUT,-1300.0,6.842194749774589,100.0,"{""rsi_14"": 28.24568272314869, ""ma5"": 699.8, ""ma25"": 702.48, ""volume"": 977500.0, ""volume_spike"": 6.686732564900639}",{},,,,no_news,[],699.8,661.54,2025-06-08 19:38:58
32,2023-08-01,2023-08-02,2023-08-04,49270,100,1903.0,1912.0,BOUGHT,mean_reversion,TIMEOUT,900.0,6.720679702004247,100.0,"{""rsi_14"": 24.22362886214478, ""ma5"": 2015.5, ""ma25"": 2079.48, ""volume"": 3324900.0, ""volume_spike"": 6.438800507373375}",{},,,,no_news,[],2015.5,1845.9099999999999,2025-06-08 19:38:58
33,2023-08-01,2023-08-02,2023-08-04,25330,100,334.0,355.6,BOUGHT,mean_reversion,TP,2160.0000000000023,3.947745018748621,79.0,"{""rsi_14"": 25.26123131107569, ""ma5"": 355.6, ""ma25"": 350.6, ""volume"": 740400.0, ""volume_spike"": 3.810602161605764}",{},,,,no_news,[],355.6,323.98,2025-06-08 19:38:58
34,2023-08-01,2023-08-02,2023-08-04,34150,100,320.0,310.4,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-960.0000000000023,3.4035667211516136,68.1,"{""rsi_14"": 23.929665449151784, ""ma5"": 336.8, ""ma25"": 345.68, ""volume"": 808100.0, ""volume_spike"": 3.254006603849561}",{},"2023-08-01 【2024年1月期】2024.1月度月次売上速報（17:00）
2023-08-02 【2025年1月期】2024.2月度月次売上速報（17:00）",,,no_news,"[{""date"": ""2023-08-01"", ""headline"": ""【2024年1月期】2024.1月度月次売上速報（17:00）"", ""url"": ""/3415/140120240205526678""}, {""date"": ""2023-08-02"", ""headline"": ""【2025年1月期】2024.2月度月次売上速報（17:00）"", ""url"": ""/3415/140120240305548920""}]",336.8,310.4,2025-06-08 19:38:58
35,2023-08-02,2023-08-03,2023-08-07,36360,100,5000.0,5020.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,2000.0,5.758835489685238,100.0,"{""rsi_14"": 26.21439765350074, ""ma5"": 5250.0, ""ma25"": 5359.2, ""volume"": 104800.0, ""volume_spike"": 5.595301655098772}",{},,,,no_news,[],5250.0,4850.0,2025-06-08 19:39:07
36,2023-08-03,2023-08-04,2023-08-08,64820,100,678.0,676.0,SKIPPED,mean_reversion,SKIPPED_REASON,-200.0,11.397895874620902,100.0,"{""rsi_14"": 26.113451357388655, ""ma5"": 718.0, ""ma25"": 710.88, ""volume"": 302900.0, ""volume_spike"": 11.230997404523544}",{},2023-08-03 2024年3月期第1四半期決算短信〔日本基準〕(連結)（13:30）,,,slightly_bad_news,"[{""date"": ""2023-08-03"", ""headline"": ""2024年3月期第1四半期決算短信〔日本基準〕(連結)（13:30）"", ""url"": ""/6482/140120230802532526""}]",718.0,657.66,2025-06-08 19:39:18
37,2023-08-03,2023-08-04,2023-08-07,69620,100,598.0,626.4,SKIPPED,mean_reversion,SKIPPED_REASON,2839.9999999999977,3.9040134952941083,78.1,"{""rsi_14"": 18.40992784177756, ""ma5"": 626.4, ""ma25"": 640.96, ""volume"": 531300.0, ""volume_spike"": 3.7796115814185103}",{},2023-08-04 2025年3月期第1四半期決算短信〔日本基準〕(連結)（15:20）,,,slightly_bad_news,"[{""date"": ""2023-08-04"", ""headline"": ""2025年3月期第1四半期決算短信〔日本基準〕(連結)（15:20）"", ""url"": ""/6962/140120240722552645""}]",626.4,580.06,2025-06-08 19:39:18
38,2023-08-03,2023-08-04,2023-08-07,66170,100,2015.0,2104.8,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,8980.000000000018,2.4892867702385693,49.8,"{""rsi_14"": 20.66074976064941, ""ma5"": 2104.8, ""ma25"": 2123.72, ""volume"": 155000.0, ""volume_spike"": 2.3325808878856282}",{},,,,no_news,[],2104.8,1954.55,2025-06-08 19:39:18
39,2023-08-03,2023-08-04,2023-08-07,40040,100,2197.0,2131.09,BOUGHT,mean_reversion,SL,-6590.999999999985,2.449321707410858,49.0,"{""rsi_14"": 23.560929697840393, ""ma5"": 2288.7, ""ma25"": 2313.94, ""volume"": 2571400.0, ""volume_spike"": 2.2961081172788522}",{},,,,no_news,[],2288.7,2131.09,2025-06-08 19:39:18
40,2023-08-03,2023-08-04,2023-08-08,24910,100,1254.0,1257.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,300.0,2.24642890326259,44.9,"{""rsi_14"": 26.15309817664709, ""ma5"": 1322.4, ""ma25"": 1334.36, ""volume"": 323700.0, ""volume_spike"": 2.0988134604162614}",{},,,,no_news,[],1322.4,1216.3799999999999,2025-06-08 19:39:18
41,2023-08-04,2023-08-07,2023-08-09,75180,100,2560.0,2720.0,BOUGHT,mean_reversion,TIMEOUT,16000.0,10.438096635019217,100.0,"{""rsi_14"": 15.961896698054403, ""ma5"": 3037.8, ""ma25"": 3041.56, ""volume"": 5360000.0, ""volume_spike"": 9.849953598632768}",{},,,,no_news,[],3037.8,2483.2,2025-06-08 19:39:30
42,2023-08-04,2023-08-07,2023-08-09,41830,100,3648.0,3932.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,28400.0,5.267128944084149,100.0,"{""rsi_14"": 17.964670944627187, ""ma5"": 3948.8, ""ma25"": 4067.68, ""volume"": 4021400.0, ""volume_spike"": 5.120617316177173}",{},,,,no_news,[],3948.8,3538.56,2025-06-08 19:39:30
43,2023-08-04,2023-08-07,2023-08-09,94680,100,3178.0,3390.6,BOUGHT,mean_reversion,TP,21259.999999999993,5.123526959074778,100.0,"{""rsi_14"": 21.256406921406366, ""ma5"": 3390.6, ""ma25"": 3435.52, ""volume"": 1822700.0, ""volume_spike"": 4.95568243610658}",{},,,,no_news,[],3390.6,3082.66,2025-06-08 19:39:30
44,2023-08-04,2023-08-07,2023-08-07,68490,100,3583.0,3674.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,9100.0,3.1035912404879933,62.1,"{""rsi_14"": 19.558574806690018, ""ma5"": 3674.0, ""ma25"": 3718.52, ""volume"": 435900.0, ""volume_spike"": 2.9760360483375434}",{},,,,no_news,[],3674.0,3475.5099999999998,2025-06-08 19:39:30
45,2023-08-07,2023-08-08,2023-08-10,21210,100,2530.0,2494.0,BOUGHT,mean_reversion,TIMEOUT,-3600.0,5.405663276864285,100.0,"{""rsi_14"": 25.72561835411065, ""ma5"": 2662.2, ""ma25"": 2665.08, ""volume"": 1248300.0, ""volume_spike"": 5.215592880421158}",{},,,,no_news,[],2662.2,2454.1,2025-06-08 19:39:41
46,2023-08-07,2023-08-08,2023-08-08,18010,100,4860.0,4714.2,SKIPPED,mean_reversion,SKIPPED_REASON,-14580.000000000018,4.867800889418993,97.4,"{""rsi_14"": 24.803092951432504, ""ma5"": 5277.6, ""ma25"": 5183.92, ""volume"": 3325100.0, ""volume_spike"": 4.606422475894935}",{},2023-08-07 2024年3月期第3四半期決算短信〔日本基準〕(連結)（14:00）,,,slightly_bad_news,"[{""date"": ""2023-08-07"", ""headline"": ""2024年3月期第3四半期決算短信〔日本基準〕(連結)（14:00）"", ""url"": ""/1801/140120240202525658""}]",5277.6,4714.2,2025-06-08 19:39:41
47,2023-08-07,2023-08-08,2023-08-10,18020,100,1193.0,1298.2,SKIPPED,mean_reversion,SKIPPED_REASON,10520.000000000004,3.964431432040661,79.3,"{""rsi_14"": 25.92423561490108, ""ma5"": 1298.2, ""ma25"": 1266.06, ""volume"": 8145100.0, ""volume_spike"": 3.755795589472835}",{},2023-08-07 福岡証券取引所における当社株式の上場廃止申請に関するお知らせ（15:00）,,,slightly_bad_news,"[{""date"": ""2023-08-07"", ""headline"": ""福岡証券取引所における当社株式の上場廃止申請に関するお知らせ（15:00）"", ""url"": ""/1802/140120241010596377""}]",1298.2,1157.21,2025-06-08 19:39:41
48,2023-08-07,2023-08-08,2023-08-08,73880,100,3805.0,3690.85,BOUGHT,mean_reversion,SL,-11415.00000000001,0.6718853594257498,13.4,"{""rsi_14"": 26.56007568642157, ""ma5"": 3947.0, ""ma25"": 4183.4, ""volume"": 185700.0, ""volume_spike"": 0.5508260908254976}",{},2023-08-08 2023年11月期決算説明資料（15:00）,,,no_news,"[{""date"": ""2023-08-08"", ""headline"": ""2023年11月期決算説明資料（15:00）"", ""url"": ""/7388/140120240112514302""}]",3947.0,3690.85,2025-06-08 19:39:41
49,2023-08-08,2023-08-09,2023-08-09,65880,100,3730.0,3618.1,BOUGHT,mean_reversion,SL,-11190.00000000001,6.473590058430011,100.0,"{""rsi_14"": 24.846727202752305, ""ma5"": 4068.0, ""ma25"": 3970.8, ""volume"": 362200.0, ""volume_spike"": 6.134304344144296}",{},,,,no_news,[],4068.0,3618.1,2025-06-08 19:39:50
50,2023-08-09,2023-08-10,2023-08-15,33280,100,1672.0,1702.0,BOUGHT,mean_reversion,TIMEOUT,3000.0,11.426032091762902,100.0,"{""rsi_14"": 23.175651626277443, ""ma5"": 1914.8, ""ma25"": 1974.76, ""volume"": 1884400.0, ""volume_spike"": 10.928492721684162}",{},2023-08-10 新執行役員体制に関するお知らせ（15:00）,,,no_news,"[{""date"": ""2023-08-10"", ""headline"": ""新執行役員体制に関するお知らせ（15:00）"", ""url"": ""/3328/140120231122593631""}]",1914.8,1621.84,2025-06-08 19:40:07
51,2023-08-09,2023-08-10,2023-08-15,40080,100,4280.0,4320.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,4000.0,6.677729600984298,100.0,"{""rsi_14"": 17.069177685016726, ""ma5"": 4463.0, ""ma25"": 4523.8, ""volume"": 220500.0, ""volume_spike"": 6.514032496307238}",{},,,,no_news,[],4463.0,4151.599999999999,2025-06-08 19:40:07
52,2023-08-09,2023-08-10,2023-08-15,98430,100,16220.0,15870.0,BOUGHT,mean_reversion,TIMEOUT,-35000.0,2.2782351056344416,45.6,"{""rsi_14"": 29.234889211400514, ""ma5"": 16758.0, ""ma25"": 16869.4, ""volume"": 1004000.0, ""volume_spike"": 2.147800323025746}",{},,,,no_news,[],16758.0,15733.4,2025-06-08 19:40:07
53,2023-08-10,2023-08-14,2023-08-16,65390,100,1084.0,1074.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-1000.0,8.838377240805388,100.0,"{""rsi_14"": 21.817349002033325, ""ma5"": 1143.0, ""ma25"": 1159.92, ""volume"": 454200.0, ""volume_spike"": 8.593321350865576}",{},,,,no_news,[],1143.0,1051.48,2025-06-08 19:40:20
54,2023-08-10,2023-08-14,2023-08-15,79900,100,2044.0,1982.6799999999998,BOUGHT,mean_reversion,SL,-6132.000000000016,8.25930447586806,100.0,"{""rsi_14"": 24.097696871757222, ""ma5"": 2250.4, ""ma25"": 2249.96, ""volume"": 675400.0, ""volume_spike"": 7.824374420759963}",{},,,,no_news,[],2250.4,1982.6799999999998,2025-06-08 19:40:20
55,2023-08-10,2023-08-14,2023-08-16,39320,100,1894.0,1867.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-2700.0,7.9152353851168815,100.0,"{""rsi_14"": 18.58556820185038, ""ma5"": 2038.4, ""ma25"": 2065.72, ""volume"": 318600.0, ""volume_spike"": 7.679884295528504}",{},,,,no_news,[],2038.4,1837.1799999999998,2025-06-08 19:40:20
56,2023-08-10,2023-08-14,2023-08-15,36330,100,1460.0,1416.2,BOUGHT,mean_reversion,SL,-4379.999999999995,6.156682971995395,100.0,"{""rsi_14"": 20.365841866880956, ""ma5"": 1607.8, ""ma25"": 1682.48, ""volume"": 90700.0, ""volume_spike"": 5.8010873041253594}",{},,,,no_news,[],1607.8,1416.2,2025-06-08 19:40:20
57,2023-08-10,2023-08-14,2023-08-15,82810,100,1029.0,998.13,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-3087.0000000000005,5.7572995175062935,100.0,"{""rsi_14"": 15.742192209257752, ""ma5"": 1079.2, ""ma25"": 1099.88, ""volume"": 545500.0, ""volume_spike"": 5.558952410068277}",{},2023-08-15 2024年3月期第3四半期決算短信〔日本基準〕(連結)（13:00）,,,no_news,"[{""date"": ""2023-08-15"", ""headline"": ""2024年3月期第3四半期決算短信〔日本基準〕(連結)（13:00）"", ""url"": ""/8281/140120240125519520""}]",1079.2,998.13,2025-06-08 19:40:20
58,2023-08-14,2023-08-15,2023-08-17,40720,100,2640.0,2673.0,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,3300.0,14.255385419948075,100.0,"{""rsi_14"": 11.281854785638004, ""ma5"": 3100.2, ""ma25"": 3198.84, ""volume"": 485600.0, ""volume_spike"": 13.79741440545532}",{},,,,no_news,[],3100.2,2560.7999999999997,2025-06-08 19:40:36
59,2023-08-14,2023-08-15,2023-08-15,31820,100,1915.0,1857.55,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-5745.000000000005,7.696058388970014,100.0,"{""rsi_14"": 7.891475731581565, ""ma5"": 2169.0, ""ma25"": 2281.2, ""volume"": 1198100.0, ""volume_spike"": 7.293702249414056}",{},,,,no_news,[],2169.0,1857.55,2025-06-08 19:40:36
60,2023-08-14,2023-08-15,2023-08-17,95140,100,512.0,496.64,SKIPPED,mean_reversion,SKIPPED_NO_GREEN_CANDLE,-1536.0000000000014,5.136572973615403,100.0,"{""rsi_14"": 21.50939111596405, ""ma5"": 559.4, ""ma25"": 558.76, ""volume"": 349200.0, ""volume_spike"": 4.841930116472546}",{},2023-08-16 従業員向けインセンティブ・プランの導入に関するお知らせ（15:00）,,,no_news,"[{""date"": ""2023-08-16"", ""headline"": ""従業員向けインセンティブ・プランの導入に関するお知らせ（15:00）"", ""url"": ""/9514/140120231114589182""}]",559.4,496.64,2025-06-08 19:40:36
